dataset,parts,implementation,dtype,rows,queries,graph_degree,intermediate_graph_degree,itopk,scaffold_repeats,scaffold_neighbors_per_leaf,scaffold_first_repeat_neighbors_per_leaf,scaffold_seed,preopt_graph_degree_cap,quality_sample_rows,oracle_partition_build_ms_excluded,merge_api_e2e_ms_instrumented,quality_measurement_ms,merge_api_ms_excluding_quality_measurement,search_ms,recall,qps,unique_scaffold_degree_mean,preopt_candidate_rank_mean,preopt_best_candidate_rank_mean,preopt_top4_candidate_rank_mean,preopt_fraction_rank_le_16,preopt_fraction_rank_le_32,preopt_fraction_rank_le_64,preopt_fraction_rank_le_output_degree,missing_candidates
YFCC-10M,128,k4-scaffold-repeat8-k8,uint8,10000000,100000,64,128,160,8,8,8,1234,0,65536,53545.819005,5882.196407,1.202488,5880.993919,296.611685,0.960381,337141.134544,59.695938,41.242443,1.149750,2.928837,0.232128,0.451734,0.799833,0.799833,0
YFCC-10M,128,k4-scaffold-repeat8-k8-cap64,uint8,10000000,100000,64,128,160,8,8,8,1234,64,65536,53545.819005,2840.545458,1.179848,2839.365610,295.824399,0.965427,338038.377964,59.695938,41.242443,1.149750,2.928837,0.232128,0.451734,0.799833,0.799833,0
YFCC-10M,128,k4-scaffold-repeat16-k8,uint8,10000000,100000,64,128,160,16,8,8,1234,0,65536,53545.819005,16052.284845,2.240735,16050.044110,294.797145,0.976873,339216.310931,113.295471,74.010712,1.126419,3.065323,0.119132,0.237458,0.468518,0.468518,0
YFCC-10M,128,k4-scaffold-repeat16-k8-cap64,uint8,10000000,100000,64,128,160,16,8,8,1234,64,65536,53545.819005,4956.418475,2.243338,4954.175137,293.240213,0.982043,341017.348804,113.295471,74.010712,1.126419,3.065323,0.119132,0.237458,0.468518,0.468518,0
Wiki-1M,128,k4-scaffold-repeat32,float32,1000000,10000,64,128,160,32,4,4,1234,0,65536,95174.901906,4766.341975,2.713221,4763.628754,143.905145,0.993975,69490.218713,87.083237,78.722874,2.652069,6.196423,0.093010,0.197953,0.420236,0.420236,0
Wiki-1M,128,k4-scaffold-repeat32-cap64,float32,1000000,10000,64,128,160,32,4,4,1234,64,65536,95174.901906,3663.552384,2.675381,3660.877003,142.818977,0.995433,70018.706268,87.083237,78.722874,2.652069,6.196423,0.093010,0.197953,0.420236,0.420236,0
OpenAI-2M,128,k4-scaffold-repeat32,float32,2321096,20000,64,128,160,32,4,4,1234,0,65536,191481.834699,18245.120433,2.212298,18242.908135,606.928881,0.959958,32952.790065,108.024200,75.269546,1.183212,3.340996,0.112298,0.226751,0.454864,0.454864,0
OpenAI-2M,128,k4-scaffold-repeat32-cap64,float32,2321096,20000,64,128,160,32,4,4,1234,64,65536,191481.834699,15779.650429,2.174939,15777.475490,589.665735,0.964667,33917.521085,108.024200,75.269546,1.183212,3.340996,0.112298,0.226751,0.454864,0.454864,0
YFCC-10M,128,k4-scaffold-repeat32,uint8,10000000,100000,64,128,160,32,4,4,1234,0,65536,53226.425284,18140.609585,2.107658,18138.501927,286.868855,0.986196,348591.344989,102.778915,71.598629,1.118011,3.450657,0.117776,0.236826,0.475545,0.475545,0
YFCC-10M,128,k4-scaffold-repeat32-cap64,uint8,10000000,100000,64,128,160,32,4,4,1234,64,65536,53226.425284,7022.920137,2.095654,7020.824483,290.957002,0.989067,343693.395631,102.778915,71.598629,1.118011,3.450657,0.117776,0.236826,0.475545,0.475545,0
